Id,DwellSubClass,Zone,Frontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Slope,Condition1,Condition2,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,HeatingQC,CentralAir,1stFSF,2ndFSF,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SalePrice
726,20,RL,60,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,6,1970,TA,TA,864,TA,Y,864,0,0,864,1,0,3,Gd,1,5,0,Detchd,2,Y,0,0,NA,11,2009,WD,120500
727,20,RL,NA,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,9,1988,Gd,TA,880,Ex,Y,1680,0,0,1680,2,0,3,Gd,1,5,1,Attchd,2,Y,0,44,NA,12,2009,WD,222000
728,20,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2007,TA,TA,1232,Ex,Y,1232,0,0,1232,2,0,2,Gd,1,6,0,Attchd,2,Y,0,0,NA,2,2009,WD,194500
729,90,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,Duplex,5,5,1958,TA,TA,1584,TA,Y,1776,0,0,1776,2,0,4,TA,2,9,0,Detchd,3,Y,0,25,NA,7,2009,COD,110000
730,30,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1925,TA,TA,780,TA,Y,848,0,360,1208,1,0,2,TA,1,5,0,Detchd,2,Y,0,23,NA,1,2009,WD,103000
731,120,RL,39,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,8,5,1995,TA,TA,1595,Ex,Y,1616,0,0,1616,2,0,2,Gd,1,5,1,Attchd,2,Y,0,152,NA,3,2010,WD,236500
732,80,RL,73,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2003,TA,TA,868,Ex,Y,1146,0,0,1146,2,0,3,Gd,1,6,1,Attchd,2,Y,0,22,NA,5,2007,WD,187500
733,60,RL,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1998,TA,TA,1153,Ex,Y,1153,878,0,2031,2,1,3,Gd,1,8,1,Attchd,2,Y,0,84,NA,7,2008,WD,222500
734,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,5,6,1961,TA,TA,864,Ex,Y,1144,0,0,1144,1,0,3,TA,1,6,1,Attchd,1,Y,0,0,GdWo,3,2009,WD,131400
735,20,RL,NA,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,1968,TA,TA,948,TA,Y,948,0,0,948,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,NA,5,2007,WD,108000
736,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,7,1914,TA,TA,880,Fa,N,880,888,0,1768,1,1,2,TA,1,6,2,Detchd,2,N,0,341,NA,10,2006,WD,163000
737,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,3,4,1950,TA,NA,0,Gd,N,1040,0,0,1040,2,0,2,TA,2,6,0,Detchd,2,Y,0,0,NA,7,2006,WD,93500
738,60,RL,72,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,8,5,2005,TA,TA,893,Ex,Y,901,900,0,1801,2,1,3,Gd,1,8,1,Attchd,3,Y,0,116,NA,6,2006,WD,239900
739,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,5,5,1987,TA,Gd,1200,TA,Y,1200,0,0,1200,3,0,3,TA,1,5,0,NA,0,Y,0,0,NA,3,2009,WD,179000
740,60,RL,65,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,864,Ex,Y,864,864,0,1728,2,1,3,Gd,1,7,0,Attchd,2,Y,0,56,NA,4,2009,WD,190000
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1910,Gd,Fa,264,Ex,Y,768,664,0,1432,2,0,2,TA,1,7,0,Detchd,2,Y,0,0,GdPrv,5,2007,WD,132000
742,20,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,6,8,1961,Gd,TA,912,Gd,Y,912,0,0,912,1,0,3,Gd,1,5,0,Detchd,1,Y,0,0,GdPrv,5,2008,WD,142000
743,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2000,TA,TA,1349,Ex,Y,1349,0,0,1349,2,0,3,TA,1,6,0,Attchd,2,Y,0,55,GdPrv,12,2007,WD,179000
744,80,RL,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1963,TA,TA,520,Ex,Y,1464,0,0,1464,2,0,3,TA,1,6,1,Attchd,2,Y,0,0,NA,10,2009,WD,175000
745,120,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,8,5,1993,TA,TA,1337,Gd,Y,1337,0,0,1337,2,0,2,Gd,1,5,1,Attchd,2,Y,0,0,NA,10,2008,WD,180000
746,60,RL,NA,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,9,1976,Gd,Gd,1142,Ex,Y,1175,1540,0,2715,3,1,4,Gd,1,11,2,BuiltIn,2,Y,0,204,NA,7,2008,WD,299800
747,60,RL,NA,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2000,TA,TA,952,Ex,Y,980,1276,0,2256,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,54,NA,4,2009,WD,236000
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,7,1880,TA,Fa,1240,TA,N,1320,1320,0,2640,1,1,4,Gd,1,8,1,Detchd,4,N,0,0,NA,5,2009,WD,265979
749,20,RL,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1996,TA,TA,1720,Ex,Y,1720,0,0,1720,2,0,3,Gd,1,7,1,Attchd,2,Y,0,56,NA,3,2010,WD,260400
750,50,RL,50,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,3,1945,TA,NA,0,TA,N,1088,441,0,1529,2,0,4,TA,1,9,0,Detchd,1,N,0,0,NA,4,2009,WD,98000
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,4,7,1910,TA,Fa,576,Gd,Y,792,348,0,1140,1,0,3,TA,1,7,0,NA,0,N,0,160,NA,6,2010,WD,96500
752,60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,7,5,2003,TA,TA,660,Ex,Y,660,660,0,1320,2,1,3,Gd,1,6,0,Attchd,2,Y,0,48,NA,8,2007,WD,162000
753,20,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1997,Gd,TA,1479,Ex,Y,1494,0,0,1494,2,0,3,Gd,1,6,0,Attchd,2,Y,0,27,NA,7,2006,WD,217000
754,60,RL,80,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2005,TA,TA,1030,Gd,Y,1038,1060,0,2098,2,1,3,Ex,1,8,1,Attchd,3,Y,0,52,NA,3,2006,WD,275500
755,20,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1969,TA,TA,1026,Gd,Y,1026,0,0,1026,1,0,3,Gd,1,5,0,Detchd,2,Y,0,48,NA,7,2009,WD,156000
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1999,TA,TA,729,Gd,Y,742,729,0,1471,2,1,3,TA,1,6,0,Detchd,2,Y,0,24,NA,3,2009,WD,172500
757,60,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,866,Ex,Y,866,902,0,1768,2,1,3,Gd,1,7,0,Attchd,2,Y,0,105,NA,4,2009,WD,212000
758,60,RL,NA,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,5,1978,TA,TA,672,TA,Y,672,714,0,1386,2,1,3,TA,1,6,1,Attchd,2,Y,0,0,GdPrv,4,2010,WD,158900
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,7,5,1999,TA,TA,744,Gd,Y,757,744,0,1501,2,1,3,TA,1,6,0,Detchd,2,Y,0,0,NA,8,2008,WD,179400
760,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1995,TA,TA,1318,Ex,Y,1328,1203,0,2531,2,1,4,Gd,1,9,1,Attchd,3,Y,0,98,NA,11,2007,WD,290000
761,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1959,TA,TA,864,Ex,Y,864,0,0,864,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,NA,10,2009,WD,127500
762,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,5,5,1924,TA,TA,1145,TA,Y,1301,0,0,1301,1,0,2,Fa,1,5,0,Detchd,2,Y,0,0,NA,10,2009,WD,100000
763,60,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2009,TA,TA,756,Ex,Y,764,783,0,1547,2,1,3,Gd,1,7,0,Attchd,2,Y,0,45,NA,6,2010,Con,215200
764,60,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1999,TA,TA,1252,Ex,Y,1268,1097,0,2365,2,1,3,Gd,1,8,1,Attchd,3,Y,0,128,NA,7,2009,WD,337000
765,120,RL,30,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,TwnhsE,8,5,1995,Gd,Gd,1494,Ex,Y,1494,0,0,1494,1,1,2,Ex,1,6,1,Attchd,2,Y,0,30,NA,4,2006,WD,270000
766,20,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,9,5,2008,TA,TA,1498,Ex,Y,1506,0,0,1506,2,0,2,Ex,1,6,1,Attchd,2,Y,0,174,NA,8,2008,New,264132
767,60,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1988,TA,TA,980,TA,Y,980,734,0,1714,2,1,3,TA,1,7,1,Attchd,2,Y,0,66,MnPrv,3,2010,WD,196500
768,50,RL,75,12508,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1940,TA,TA,983,Ex,Y,983,767,0,1750,2,0,4,TA,1,7,0,Attchd,1,Y,0,0,NA,7,2008,WD,160000
769,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,1860,Ex,Y,1836,0,0,1836,2,0,3,Gd,1,8,1,Attchd,2,Y,0,33,NA,10,2006,WD,216837
770,60,RL,47,53504,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,Norm,Norm,1Fam,8,5,2003,TA,TA,1650,Ex,Y,1690,1589,0,3279,3,1,4,Ex,1,12,1,BuiltIn,3,Y,0,36,NA,6,2010,WD,538000
771,85,RL,NA,7252,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,5,5,1982,TA,TA,858,TA,Y,858,0,0,858,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,NA,4,2009,WD,134900
772,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1951,TA,Fa,836,TA,Y,1220,0,0,1220,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,NA,4,2006,COD,102000
773,80,RL,94,7819,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1976,TA,TA,1029,TA,Y,1117,0,0,1117,1,0,3,TA,1,6,1,Detchd,2,Y,0,0,MnPrv,3,2010,WD,107000
774,20,RL,70,10150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,5,5,1958,TA,TA,912,Ex,Y,912,0,0,912,1,0,2,TA,1,5,0,Attchd,1,Y,0,0,NA,7,2007,COD,114500
775,20,RL,110,14226,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2006,TA,TA,1935,Gd,Y,1973,0,0,1973,2,0,3,Gd,1,9,1,Attchd,3,Y,0,45,NA,7,2007,New,395000
776,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,6,5,1998,TA,TA,1204,Ex,Y,1204,0,0,1204,2,0,2,TA,1,5,0,Attchd,2,Y,0,247,NA,6,2009,WD,162000
777,20,RL,86,11210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1614,Ex,Y,1614,0,0,1614,2,0,3,Gd,1,7,0,Attchd,3,Y,0,59,NA,7,2006,New,221500
778,20,RL,100,13350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1974,TA,TA,864,TA,Y,894,0,0,894,1,0,3,TA,1,5,1,Attchd,2,Y,0,0,MnPrv,6,2006,WD,142500
779,90,RH,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,5,5,1977,TA,NA,0,TA,Y,2020,0,0,2020,2,0,4,TA,2,10,2,Detchd,2,Y,0,0,NA,10,2007,WD,144000
780,90,RL,78,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,6,5,1977,TA,TA,975,TA,Y,1004,0,0,1004,1,0,2,TA,1,4,0,Attchd,2,Y,0,0,NA,5,2006,WD,135000
781,20,RL,63,7875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1995,TA,Gd,1237,Gd,Y,1253,0,0,1253,2,0,3,TA,1,6,1,Attchd,2,Y,0,21,NA,6,2007,WD,176000
782,60,RL,65,7153,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1992,Gd,TA,761,Ex,Y,810,793,0,1603,2,1,3,Gd,1,7,0,Attchd,2,Y,0,124,NA,7,2006,WD,175900
783,20,RL,67,16285,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2001,TA,TA,1413,Ex,Y,1430,0,0,1430,2,0,3,Gd,1,6,0,Attchd,2,Y,0,33,NA,6,2009,WD,187100
784,85,RL,NA,9101,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1978,Gd,TA,1097,Ex,Y,1110,0,0,1110,1,0,1,Gd,1,4,1,Attchd,2,Y,0,30,NA,7,2009,WD,165500
785,75,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1914,TA,TA,742,Ex,Y,742,742,0,1484,2,0,3,TA,1,9,1,NA,0,Y,0,291,NA,6,2008,WD,128000
786,20,RL,NA,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,6,5,1967,TA,TA,1372,TA,Y,1342,0,0,1342,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,NA,9,2009,WD,161500
787,50,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,5,6,1915,Gd,TA,686,TA,Y,966,686,0,1652,2,0,4,TA,1,7,0,Detchd,1,Y,0,0,NA,6,2010,WD,139000
788,60,RL,76,10142,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,956,Ex,Y,956,1128,0,2084,2,1,4,Gd,1,8,0,BuiltIn,2,Y,0,45,NA,1,2010,WD,233000
789,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,4,7,1954,TA,TA,901,Ex,Y,901,0,0,901,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,NA,8,2008,WD,107900
790,60,RL,NA,12205,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1966,TA,Fa,832,Gd,Y,976,1111,0,2087,2,1,5,Gd,1,9,0,Attchd,2,Y,0,168,NA,7,2007,WD,187500
791,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2005,TA,TA,1145,Ex,Y,1145,0,0,1145,2,0,2,Gd,1,5,1,Attchd,2,Y,0,16,NA,9,2009,WD,160200
792,80,RL,NA,11333,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1976,TA,TA,1029,TA,Y,1062,0,0,1062,1,0,3,TA,1,5,2,Attchd,2,Y,0,0,NA,5,2007,WD,146800
793,60,RL,92,9920,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,1996,TA,TA,1117,Ex,Y,1127,886,0,2013,2,1,3,TA,1,8,1,Attchd,2,Y,0,130,NA,6,2007,WD,269790
794,20,RL,76,9158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,1496,Ex,Y,1496,0,0,1496,2,0,3,Gd,1,7,0,Attchd,2,Y,0,130,NA,6,2007,New,225000
795,60,RL,NA,10832,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1994,TA,TA,712,Ex,Y,1086,809,0,1895,2,1,3,Gd,1,7,1,Attchd,2,Y,0,46,NA,10,2008,WD,194500
796,60,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1980,TA,TA,650,TA,Y,888,676,0,1564,2,1,3,TA,1,7,1,Attchd,2,Y,0,50,MnPrv,4,2010,WD,171000
797,20,RL,71,8197,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1977,TA,TA,660,Ex,Y,1285,0,0,1285,1,1,3,TA,1,7,1,Attchd,2,Y,0,0,MnPrv,4,2007,WD,143500
798,20,RL,57,7677,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1953,TA,TA,773,Gd,Y,773,0,0,773,1,0,2,TA,1,4,0,Attchd,1,Y,0,0,NA,4,2008,WD,110000
799,60,RL,104,13518,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,9,5,2008,TA,TA,1926,Ex,Y,1966,1174,0,3140,3,1,4,Ex,1,11,2,BuiltIn,3,Y,0,78,NA,7,2009,New,485000
800,50,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,5,7,1937,TA,TA,731,Ex,Y,981,787,0,1768,1,1,3,Gd,1,7,2,Detchd,1,Y,0,0,MnPrv,6,2007,WD,175000
801,60,RL,79,12798,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Feedr,Norm,1Fam,6,5,1997,TA,TA,616,Gd,Y,616,1072,0,1688,2,1,4,Gd,1,8,0,Attchd,2,Y,0,114,NA,5,2008,WD,200000
802,30,RM,40,4800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,7,1916,TA,TA,1196,Ex,Y,1196,0,0,1196,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,NA,7,2007,WD,109900
803,60,RL,63,8199,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,728,Ex,Y,728,728,0,1456,2,1,3,Gd,1,7,1,Attchd,2,Y,0,18,NA,10,2008,WD,189000
804,60,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,9,5,2008,TA,TA,1734,Ex,Y,1734,1088,0,2822,3,1,4,Ex,1,12,1,BuiltIn,3,Y,0,170,NA,1,2009,New,582933
805,20,RL,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1954,TA,TA,936,TA,Y,1128,0,0,1128,1,0,2,TA,1,5,0,Attchd,1,Y,0,0,GdWo,6,2006,WD,118000
806,20,RL,91,12274,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,7,5,2008,TA,TA,1417,Ex,Y,1428,0,0,1428,2,0,3,Ex,1,6,0,Attchd,2,Y,0,60,NA,7,2008,New,227680
807,80,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1967,TA,TA,980,Gd,Y,980,0,0,980,2,0,3,TA,1,6,0,Attchd,1,Y,0,0,NA,10,2006,WD,135500
808,70,RL,144,21384,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1923,TA,TA,1324,Ex,Y,1072,504,0,1576,1,1,3,Gd,1,6,1,Attchd,2,Y,0,312,NA,5,2009,WD,223500
809,80,RL,85,13400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1966,TA,TA,1024,TA,Y,1086,0,0,1086,1,0,3,TA,1,6,1,Attchd,2,Y,0,0,GdWo,6,2006,WD,159950
810,75,RM,90,8100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,1898,TA,TA,849,TA,N,1075,1063,0,2138,2,0,2,TA,3,11,0,Detchd,2,N,0,156,MnPrv,11,2009,WD,106000
811,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1974,TA,TA,1040,Fa,Y,1309,0,0,1309,1,1,3,Gd,1,5,1,Attchd,2,Y,648,0,GdPrv,1,2006,WD,181000
812,120,RM,NA,4438,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,2004,TA,TA,848,Ex,Y,848,0,0,848,1,0,1,Gd,1,4,1,Attchd,2,Y,0,0,NA,6,2008,ConLD,144500
813,20,C (all),66,8712,Grvl,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,5,5,1952,TA,TA,540,TA,N,1044,0,0,1044,1,0,2,Fa,1,4,0,Basment,2,N,0,0,NA,6,2010,WD,55993
814,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1958,TA,TA,1442,Gd,Y,1442,0,0,1442,1,1,4,TA,1,7,0,Attchd,1,Y,0,0,NA,4,2007,COD,157900
815,50,RL,45,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1918,TA,TA,686,Gd,Y,686,564,0,1250,1,1,3,Fa,1,7,0,Detchd,1,P,0,0,NA,7,2006,WD,116000
816,20,RL,48,12137,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,1998,TA,TA,1649,Ex,Y,1661,0,0,1661,2,0,3,Gd,1,6,0,Attchd,2,Y,0,34,NA,5,2010,WD,224900
817,20,RL,NA,11425,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1954,TA,TA,1008,Gd,Y,1008,0,0,1008,1,0,2,TA,1,4,1,Attchd,1,Y,0,0,NA,7,2006,WD,137000
818,20,RL,NA,13265,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,8,5,2002,TA,TA,1568,Ex,Y,1689,0,0,1689,2,0,3,Gd,1,7,2,Attchd,3,Y,0,59,NA,7,2008,WD,271000
819,80,RL,80,8816,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1971,TA,TA,1010,Gd,Y,1052,0,0,1052,1,0,3,TA,1,6,0,Attchd,2,Y,0,0,MnPrv,6,2010,WD,155000
820,120,RL,44,6371,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2009,TA,TA,1358,Ex,Y,1358,0,0,1358,2,0,2,Gd,1,6,1,Attchd,2,Y,0,35,NA,6,2010,New,224000
821,60,RL,72,7226,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,2003,TA,TA,798,Ex,Y,798,842,0,1640,2,1,3,Gd,1,6,0,Attchd,2,Y,0,45,NA,6,2008,WD,183000
822,20,RM,60,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,2fmCon,4,4,1953,TA,TA,936,TA,N,936,0,0,936,1,0,2,TA,1,4,0,Detchd,2,Y,0,32,NA,2,2009,WD,93000
823,60,RL,NA,12394,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2003,TA,TA,847,Ex,Y,847,886,0,1733,2,1,3,Gd,1,7,1,BuiltIn,2,Y,0,48,NA,10,2007,WD,225000
824,50,RL,60,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1940,TA,TA,778,TA,Y,944,545,0,1489,2,0,3,TA,1,7,1,Detchd,1,Y,0,0,GdWo,7,2009,WD,139500
825,20,FV,81,11216,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2006,TA,Gd,1489,Ex,Y,1489,0,0,1489,2,0,3,Gd,1,7,1,Attchd,2,Y,0,140,NA,6,2006,New,232600
826,20,RL,114,14803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,PosN,1Fam,10,5,2007,TA,TA,2078,Ex,Y,2084,0,0,2084,2,0,2,Ex,1,7,1,Attchd,3,Y,0,45,NA,6,2008,New,385000
827,45,RM,50,6130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1924,TA,TA,784,Gd,Y,784,0,0,784,1,0,2,Gd,1,5,0,NA,0,Y,0,0,NA,5,2008,WD,109500
828,20,RL,65,8529,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2001,TA,TA,1454,Ex,Y,1434,0,0,1434,2,0,3,Gd,1,6,1,Attchd,2,Y,0,39,NA,4,2009,WD,189000
829,60,RL,NA,28698,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,Norm,Norm,1Fam,5,5,1967,TA,Gd,1013,TA,Y,1160,966,0,2126,2,1,3,TA,1,7,0,Attchd,2,Y,0,0,NA,6,2009,WD,185000
